,Brand,Kilometers,Model_name,Manu_Year,fuel_type,SAles_price
0,Renault,"23,290",KWID,2017,Petrol,3.43
1,Tata,"96,177",Harrier,2019,Diesel,12.88
2,Maruti,"14,190",Alto,2018,Petrol,3.86
3,Maruti,"50,969",Celerio,2018,CNG,5.13
4,Honda,"26,736",Jazz,2017,Petrol,6.90
5,Maruti,"34,278",Baleno,2017,Petrol,6.53
6,Maruti,"33,206",Ciaz,2019,Petrol,9.34
7,Mahindra,"46,365",Thar,2017,Diesel,7.72
8,Maruti,"30,480",S-Presso,2020,Petrol,4.50
9,Maruti,"76,734",Swift,2015,Diesel,3.76
10,Maruti,"86,294",Swift,2014,Diesel,4.11
11,Maruti,"39,781",Baleno,2017,Petrol,5.96
12,Maruti,"82,496",Ciaz,2019,Petrol,8.72
13,Hyundai,"45,716",Creta,2018,Petrol,8.99
14,Maruti,"72,880",Wagon,2011,Petrol,1.70
15,BMW,"85,000",X5,2015,Diesel,31.25
16,Ford,"70,000",Endeavour,2017,Diesel,24.60
17,Honda,"75,000",CR-V,2016,Petrol,11.51
18,Mahindra,"62,000",XUV500,2017,Diesel,11.00
19,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
20,Renault,"23,290",KWID,2017,Petrol,3.43
21,Tata,"96,177",Harrier,2019,Diesel,12.88
22,Maruti,"14,190",Alto,2018,Petrol,3.86
23,Maruti,"50,969",Celerio,2018,CNG,5.13
24,Honda,"26,736",Jazz,2017,Petrol,6.90
25,Maruti,"34,278",Baleno,2017,Petrol,6.53
26,Maruti,"33,206",Ciaz,2019,Petrol,9.34
27,Mahindra,"46,365",Thar,2017,Diesel,7.72
28,Maruti,"30,480",S-Presso,2020,Petrol,4.50
29,Maruti,"76,734",Swift,2015,Diesel,3.76
30,Maruti,"86,294",Swift,2014,Diesel,4.11
31,Maruti,"39,781",Baleno,2017,Petrol,5.96
32,Maruti,"82,496",Ciaz,2019,Petrol,8.72
33,Hyundai,"45,716",Creta,2018,Petrol,8.99
34,Maruti,"72,880",Wagon,2011,Petrol,1.70
35,BMW,"85,000",X5,2015,Diesel,31.25
36,Ford,"70,000",Endeavour,2017,Diesel,24.60
37,Honda,"75,000",CR-V,2016,Petrol,11.51
38,Mahindra,"62,000",XUV500,2017,Diesel,11.00
39,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
40,Renault,"23,290",KWID,2017,Petrol,3.43
41,Tata,"96,177",Harrier,2019,Diesel,12.88
42,Maruti,"14,190",Alto,2018,Petrol,3.86
43,Maruti,"50,969",Celerio,2018,CNG,5.13
44,Honda,"26,736",Jazz,2017,Petrol,6.90
45,Maruti,"34,278",Baleno,2017,Petrol,6.53
46,Maruti,"33,206",Ciaz,2019,Petrol,9.34
47,Mahindra,"46,365",Thar,2017,Diesel,7.72
48,Maruti,"30,480",S-Presso,2020,Petrol,4.50
49,Maruti,"76,734",Swift,2015,Diesel,3.76
50,Maruti,"86,294",Swift,2014,Diesel,4.11
51,Maruti,"39,781",Baleno,2017,Petrol,5.96
52,Maruti,"82,496",Ciaz,2019,Petrol,8.72
53,Hyundai,"45,716",Creta,2018,Petrol,8.99
54,Maruti,"72,880",Wagon,2011,Petrol,1.70
55,BMW,"85,000",X5,2015,Diesel,31.25
56,Ford,"70,000",Endeavour,2017,Diesel,24.60
57,Honda,"75,000",CR-V,2016,Petrol,11.51
58,Mahindra,"62,000",XUV500,2017,Diesel,11.00
59,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
60,Renault,"23,290",KWID,2017,Petrol,3.43
61,Tata,"96,177",Harrier,2019,Diesel,12.88
62,Maruti,"14,190",Alto,2018,Petrol,3.86
63,Maruti,"50,969",Celerio,2018,CNG,5.13
64,Honda,"26,736",Jazz,2017,Petrol,6.90
65,Maruti,"34,278",Baleno,2017,Petrol,6.53
66,Maruti,"33,206",Ciaz,2019,Petrol,9.34
67,Mahindra,"46,365",Thar,2017,Diesel,7.72
68,Maruti,"30,480",S-Presso,2020,Petrol,4.50
69,Maruti,"76,734",Swift,2015,Diesel,3.76
70,Maruti,"86,294",Swift,2014,Diesel,4.11
71,Maruti,"39,781",Baleno,2017,Petrol,5.96
72,Maruti,"82,496",Ciaz,2019,Petrol,8.72
73,Hyundai,"45,716",Creta,2018,Petrol,8.99
74,Maruti,"72,880",Wagon,2011,Petrol,1.70
75,BMW,"85,000",X5,2015,Diesel,31.25
76,Ford,"70,000",Endeavour,2017,Diesel,24.60
77,Honda,"75,000",CR-V,2016,Petrol,11.51
78,Mahindra,"62,000",XUV500,2017,Diesel,11.00
79,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
80,Renault,"23,290",KWID,2017,Petrol,3.43
81,Tata,"96,177",Harrier,2019,Diesel,12.88
82,Maruti,"14,190",Alto,2018,Petrol,3.86
83,Maruti,"50,969",Celerio,2018,CNG,5.13
84,Honda,"26,736",Jazz,2017,Petrol,6.90
85,Maruti,"34,278",Baleno,2017,Petrol,6.53
86,Maruti,"33,206",Ciaz,2019,Petrol,9.34
87,Mahindra,"46,365",Thar,2017,Diesel,7.72
88,Maruti,"30,480",S-Presso,2020,Petrol,4.50
89,Maruti,"76,734",Swift,2015,Diesel,3.76
90,Maruti,"86,294",Swift,2014,Diesel,4.11
91,Maruti,"39,781",Baleno,2017,Petrol,5.96
92,Maruti,"82,496",Ciaz,2019,Petrol,8.72
93,Hyundai,"45,716",Creta,2018,Petrol,8.99
94,Maruti,"72,880",Wagon,2011,Petrol,1.70
95,BMW,"85,000",X5,2015,Diesel,31.25
96,Ford,"70,000",Endeavour,2017,Diesel,24.60
97,Honda,"75,000",CR-V,2016,Petrol,11.51
98,Mahindra,"62,000",XUV500,2017,Diesel,11.00
99,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
100,Renault,"23,290",KWID,2017,Petrol,3.43
101,Tata,"96,177",Harrier,2019,Diesel,12.88
102,Maruti,"14,190",Alto,2018,Petrol,3.86
103,Maruti,"50,969",Celerio,2018,CNG,5.13
104,Honda,"26,736",Jazz,2017,Petrol,6.90
105,Maruti,"34,278",Baleno,2017,Petrol,6.53
106,Maruti,"33,206",Ciaz,2019,Petrol,9.34
107,Mahindra,"46,365",Thar,2017,Diesel,7.72
108,Maruti,"30,480",S-Presso,2020,Petrol,4.50
109,Maruti,"76,734",Swift,2015,Diesel,3.76
110,Maruti,"86,294",Swift,2014,Diesel,4.11
111,Maruti,"39,781",Baleno,2017,Petrol,5.96
112,Maruti,"82,496",Ciaz,2019,Petrol,8.72
113,Hyundai,"45,716",Creta,2018,Petrol,8.99
114,Maruti,"72,880",Wagon,2011,Petrol,1.70
115,BMW,"85,000",X5,2015,Diesel,31.25
116,Ford,"70,000",Endeavour,2017,Diesel,24.60
117,Honda,"75,000",CR-V,2016,Petrol,11.51
118,Mahindra,"62,000",XUV500,2017,Diesel,11.00
119,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
120,Renault,"23,290",KWID,2017,Petrol,3.43
121,Tata,"96,177",Harrier,2019,Diesel,12.88
122,Maruti,"14,190",Alto,2018,Petrol,3.86
123,Maruti,"50,969",Celerio,2018,CNG,5.13
124,Honda,"26,736",Jazz,2017,Petrol,6.90
125,Maruti,"34,278",Baleno,2017,Petrol,6.53
126,Maruti,"33,206",Ciaz,2019,Petrol,9.34
127,Mahindra,"46,365",Thar,2017,Diesel,7.72
128,Maruti,"30,480",S-Presso,2020,Petrol,4.50
129,Maruti,"76,734",Swift,2015,Diesel,3.76
130,Maruti,"86,294",Swift,2014,Diesel,4.11
131,Maruti,"39,781",Baleno,2017,Petrol,5.96
132,Maruti,"82,496",Ciaz,2019,Petrol,8.72
133,Hyundai,"45,716",Creta,2018,Petrol,8.99
134,Maruti,"72,880",Wagon,2011,Petrol,1.70
135,BMW,"85,000",X5,2015,Diesel,31.25
136,Ford,"70,000",Endeavour,2017,Diesel,24.60
137,Honda,"75,000",CR-V,2016,Petrol,11.51
138,Mahindra,"62,000",XUV500,2017,Diesel,11.00
139,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
140,Renault,"23,290",KWID,2017,Petrol,3.43
141,Tata,"96,177",Harrier,2019,Diesel,12.88
142,Maruti,"14,190",Alto,2018,Petrol,3.86
143,Maruti,"50,969",Celerio,2018,CNG,5.13
144,Honda,"26,736",Jazz,2017,Petrol,6.90
145,Maruti,"34,278",Baleno,2017,Petrol,6.53
146,Maruti,"33,206",Ciaz,2019,Petrol,9.34
147,Mahindra,"46,365",Thar,2017,Diesel,7.72
148,Maruti,"30,480",S-Presso,2020,Petrol,4.50
149,Maruti,"76,734",Swift,2015,Diesel,3.76
150,Maruti,"86,294",Swift,2014,Diesel,4.11
151,Maruti,"39,781",Baleno,2017,Petrol,5.96
152,Maruti,"82,496",Ciaz,2019,Petrol,8.72
153,Hyundai,"45,716",Creta,2018,Petrol,8.99
154,Maruti,"72,880",Wagon,2011,Petrol,1.70
155,BMW,"85,000",X5,2015,Diesel,31.25
156,Ford,"70,000",Endeavour,2017,Diesel,24.60
157,Honda,"75,000",CR-V,2016,Petrol,11.51
158,Mahindra,"62,000",XUV500,2017,Diesel,11.00
159,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
160,Renault,"23,290",KWID,2017,Petrol,3.43
161,Tata,"96,177",Harrier,2019,Diesel,12.88
162,Maruti,"14,190",Alto,2018,Petrol,3.86
163,Maruti,"50,969",Celerio,2018,CNG,5.13
164,Honda,"26,736",Jazz,2017,Petrol,6.90
165,Maruti,"34,278",Baleno,2017,Petrol,6.53
166,Maruti,"33,206",Ciaz,2019,Petrol,9.34
167,Mahindra,"46,365",Thar,2017,Diesel,7.72
168,Maruti,"30,480",S-Presso,2020,Petrol,4.50
169,Maruti,"76,734",Swift,2015,Diesel,3.76
170,Maruti,"86,294",Swift,2014,Diesel,4.11
171,Maruti,"39,781",Baleno,2017,Petrol,5.96
172,Maruti,"82,496",Ciaz,2019,Petrol,8.72
173,Hyundai,"45,716",Creta,2018,Petrol,8.99
174,Maruti,"72,880",Wagon,2011,Petrol,1.70
175,BMW,"85,000",X5,2015,Diesel,31.25
176,Ford,"70,000",Endeavour,2017,Diesel,24.60
177,Honda,"75,000",CR-V,2016,Petrol,11.51
178,Mahindra,"62,000",XUV500,2017,Diesel,11.00
179,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
180,Renault,"23,290",KWID,2017,Petrol,3.43
181,Tata,"96,177",Harrier,2019,Diesel,12.88
182,Maruti,"14,190",Alto,2018,Petrol,3.86
183,Maruti,"50,969",Celerio,2018,CNG,5.13
184,Honda,"26,736",Jazz,2017,Petrol,6.90
185,Maruti,"34,278",Baleno,2017,Petrol,6.53
186,Maruti,"33,206",Ciaz,2019,Petrol,9.34
187,Mahindra,"46,365",Thar,2017,Diesel,7.72
188,Maruti,"30,480",S-Presso,2020,Petrol,4.50
189,Maruti,"76,734",Swift,2015,Diesel,3.76
190,Maruti,"86,294",Swift,2014,Diesel,4.11
191,Maruti,"39,781",Baleno,2017,Petrol,5.96
192,Maruti,"82,496",Ciaz,2019,Petrol,8.72
193,Hyundai,"45,716",Creta,2018,Petrol,8.99
194,Maruti,"72,880",Wagon,2011,Petrol,1.70
195,BMW,"85,000",X5,2015,Diesel,31.25
196,Ford,"70,000",Endeavour,2017,Diesel,24.60
197,Honda,"75,000",CR-V,2016,Petrol,11.51
198,Mahindra,"62,000",XUV500,2017,Diesel,11.00
199,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
200,Renault,"23,290",KWID,2017,Petrol,3.43
201,Tata,"96,177",Harrier,2019,Diesel,12.88
202,Maruti,"14,190",Alto,2018,Petrol,3.86
203,Maruti,"50,969",Celerio,2018,CNG,5.13
204,Honda,"26,736",Jazz,2017,Petrol,6.90
205,Maruti,"34,278",Baleno,2017,Petrol,6.53
206,Maruti,"33,206",Ciaz,2019,Petrol,9.34
207,Mahindra,"46,365",Thar,2017,Diesel,7.72
208,Maruti,"30,480",S-Presso,2020,Petrol,4.50
209,Maruti,"76,734",Swift,2015,Diesel,3.76
210,Maruti,"86,294",Swift,2014,Diesel,4.11
211,Maruti,"39,781",Baleno,2017,Petrol,5.96
212,Maruti,"82,496",Ciaz,2019,Petrol,8.72
213,Hyundai,"45,716",Creta,2018,Petrol,8.99
214,Maruti,"72,880",Wagon,2011,Petrol,1.70
215,BMW,"85,000",X5,2015,Diesel,31.25
216,Ford,"70,000",Endeavour,2017,Diesel,24.60
217,Honda,"75,000",CR-V,2016,Petrol,11.51
218,Mahindra,"62,000",XUV500,2017,Diesel,11.00
219,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
220,Renault,"23,290",KWID,2017,Petrol,3.43
221,Tata,"96,177",Harrier,2019,Diesel,12.88
222,Maruti,"14,190",Alto,2018,Petrol,3.86
223,Maruti,"50,969",Celerio,2018,CNG,5.13
224,Honda,"26,736",Jazz,2017,Petrol,6.90
225,Maruti,"34,278",Baleno,2017,Petrol,6.53
226,Maruti,"33,206",Ciaz,2019,Petrol,9.34
227,Mahindra,"46,365",Thar,2017,Diesel,7.72
228,Maruti,"30,480",S-Presso,2020,Petrol,4.50
229,Maruti,"76,734",Swift,2015,Diesel,3.76
230,Maruti,"86,294",Swift,2014,Diesel,4.11
231,Maruti,"39,781",Baleno,2017,Petrol,5.96
232,Maruti,"82,496",Ciaz,2019,Petrol,8.72
233,Hyundai,"45,716",Creta,2018,Petrol,8.99
234,Maruti,"72,880",Wagon,2011,Petrol,1.70
235,BMW,"85,000",X5,2015,Diesel,31.25
236,Ford,"70,000",Endeavour,2017,Diesel,24.60
237,Honda,"75,000",CR-V,2016,Petrol,11.51
238,Mahindra,"62,000",XUV500,2017,Diesel,11.00
239,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
240,Renault,"23,290",KWID,2017,Petrol,3.43
241,Tata,"96,177",Harrier,2019,Diesel,12.88
242,Maruti,"14,190",Alto,2018,Petrol,3.86
243,Maruti,"50,969",Celerio,2018,CNG,5.13
244,Honda,"26,736",Jazz,2017,Petrol,6.90
245,Maruti,"34,278",Baleno,2017,Petrol,6.53
246,Maruti,"33,206",Ciaz,2019,Petrol,9.34
247,Mahindra,"46,365",Thar,2017,Diesel,7.72
248,Maruti,"30,480",S-Presso,2020,Petrol,4.50
249,Maruti,"76,734",Swift,2015,Diesel,3.76
250,Maruti,"86,294",Swift,2014,Diesel,4.11
251,Maruti,"39,781",Baleno,2017,Petrol,5.96
252,Maruti,"82,496",Ciaz,2019,Petrol,8.72
253,Hyundai,"45,716",Creta,2018,Petrol,8.99
254,Maruti,"72,880",Wagon,2011,Petrol,1.70
255,BMW,"85,000",X5,2015,Diesel,31.25
256,Ford,"70,000",Endeavour,2017,Diesel,24.60
257,Honda,"75,000",CR-V,2016,Petrol,11.51
258,Mahindra,"62,000",XUV500,2017,Diesel,11.00
259,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
260,Renault,"23,290",KWID,2017,Petrol,3.43
261,Tata,"96,177",Harrier,2019,Diesel,12.88
262,Maruti,"14,190",Alto,2018,Petrol,3.86
263,Maruti,"50,969",Celerio,2018,CNG,5.13
264,Honda,"26,736",Jazz,2017,Petrol,6.90
265,Maruti,"34,278",Baleno,2017,Petrol,6.53
266,Maruti,"33,206",Ciaz,2019,Petrol,9.34
267,Mahindra,"46,365",Thar,2017,Diesel,7.72
268,Maruti,"30,480",S-Presso,2020,Petrol,4.50
269,Maruti,"76,734",Swift,2015,Diesel,3.76
270,Maruti,"86,294",Swift,2014,Diesel,4.11
271,Maruti,"39,781",Baleno,2017,Petrol,5.96
272,Maruti,"82,496",Ciaz,2019,Petrol,8.72
273,Hyundai,"45,716",Creta,2018,Petrol,8.99
274,Maruti,"72,880",Wagon,2011,Petrol,1.70
275,BMW,"85,000",X5,2015,Diesel,31.25
276,Ford,"70,000",Endeavour,2017,Diesel,24.60
277,Honda,"75,000",CR-V,2016,Petrol,11.51
278,Mahindra,"62,000",XUV500,2017,Diesel,11.00
279,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
280,Renault,"23,290",KWID,2017,Petrol,3.43
281,Tata,"96,177",Harrier,2019,Diesel,12.88
282,Maruti,"14,190",Alto,2018,Petrol,3.86
283,Maruti,"50,969",Celerio,2018,CNG,5.13
284,Honda,"26,736",Jazz,2017,Petrol,6.90
285,Maruti,"34,278",Baleno,2017,Petrol,6.53
286,Maruti,"33,206",Ciaz,2019,Petrol,9.34
287,Mahindra,"46,365",Thar,2017,Diesel,7.72
288,Maruti,"30,480",S-Presso,2020,Petrol,4.50
289,Maruti,"76,734",Swift,2015,Diesel,3.76
290,Maruti,"86,294",Swift,2014,Diesel,4.11
291,Maruti,"39,781",Baleno,2017,Petrol,5.96
292,Maruti,"82,496",Ciaz,2019,Petrol,8.72
293,Hyundai,"45,716",Creta,2018,Petrol,8.99
294,Maruti,"72,880",Wagon,2011,Petrol,1.70
295,BMW,"85,000",X5,2015,Diesel,31.25
296,Ford,"70,000",Endeavour,2017,Diesel,24.60
297,Honda,"75,000",CR-V,2016,Petrol,11.51
298,Mahindra,"62,000",XUV500,2017,Diesel,11.00
299,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
300,Renault,"23,290",KWID,2017,Petrol,3.43
301,Tata,"96,177",Harrier,2019,Diesel,12.88
302,Maruti,"14,190",Alto,2018,Petrol,3.86
303,Maruti,"50,969",Celerio,2018,CNG,5.13
304,Honda,"26,736",Jazz,2017,Petrol,6.90
305,Maruti,"34,278",Baleno,2017,Petrol,6.53
306,Maruti,"33,206",Ciaz,2019,Petrol,9.34
307,Mahindra,"46,365",Thar,2017,Diesel,7.72
308,Maruti,"30,480",S-Presso,2020,Petrol,4.50
309,Maruti,"76,734",Swift,2015,Diesel,3.76
310,Maruti,"86,294",Swift,2014,Diesel,4.11
311,Maruti,"39,781",Baleno,2017,Petrol,5.96
312,Maruti,"82,496",Ciaz,2019,Petrol,8.72
313,Hyundai,"45,716",Creta,2018,Petrol,8.99
314,Maruti,"72,880",Wagon,2011,Petrol,1.70
315,BMW,"85,000",X5,2015,Diesel,31.25
316,Ford,"70,000",Endeavour,2017,Diesel,24.60
317,Honda,"75,000",CR-V,2016,Petrol,11.51
318,Mahindra,"62,000",XUV500,2017,Diesel,11.00
319,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
320,Renault,"23,290",KWID,2017,Petrol,3.43
321,Tata,"96,177",Harrier,2019,Diesel,12.88
322,Maruti,"14,190",Alto,2018,Petrol,3.86
323,Maruti,"50,969",Celerio,2018,CNG,5.13
324,Honda,"26,736",Jazz,2017,Petrol,6.90
325,Maruti,"34,278",Baleno,2017,Petrol,6.53
326,Maruti,"33,206",Ciaz,2019,Petrol,9.34
327,Mahindra,"46,365",Thar,2017,Diesel,7.72
328,Maruti,"30,480",S-Presso,2020,Petrol,4.50
329,Maruti,"76,734",Swift,2015,Diesel,3.76
330,Maruti,"86,294",Swift,2014,Diesel,4.11
331,Maruti,"39,781",Baleno,2017,Petrol,5.96
332,Maruti,"82,496",Ciaz,2019,Petrol,8.72
333,Hyundai,"45,716",Creta,2018,Petrol,8.99
334,Maruti,"72,880",Wagon,2011,Petrol,1.70
335,BMW,"85,000",X5,2015,Diesel,31.25
336,Ford,"70,000",Endeavour,2017,Diesel,24.60
337,Honda,"75,000",CR-V,2016,Petrol,11.51
338,Mahindra,"62,000",XUV500,2017,Diesel,11.00
339,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
340,Renault,"23,290",KWID,2017,Petrol,3.43
341,Tata,"96,177",Harrier,2019,Diesel,12.88
342,Maruti,"14,190",Alto,2018,Petrol,3.86
343,Maruti,"50,969",Celerio,2018,CNG,5.13
344,Honda,"26,736",Jazz,2017,Petrol,6.90
345,Maruti,"34,278",Baleno,2017,Petrol,6.53
346,Maruti,"33,206",Ciaz,2019,Petrol,9.34
347,Mahindra,"46,365",Thar,2017,Diesel,7.72
348,Maruti,"30,480",S-Presso,2020,Petrol,4.50
349,Maruti,"76,734",Swift,2015,Diesel,3.76
350,Maruti,"86,294",Swift,2014,Diesel,4.11
351,Maruti,"39,781",Baleno,2017,Petrol,5.96
352,Maruti,"82,496",Ciaz,2019,Petrol,8.72
353,Hyundai,"45,716",Creta,2018,Petrol,8.99
354,Maruti,"72,880",Wagon,2011,Petrol,1.70
355,BMW,"85,000",X5,2015,Diesel,31.25
356,Ford,"70,000",Endeavour,2017,Diesel,24.60
357,Honda,"75,000",CR-V,2016,Petrol,11.51
358,Mahindra,"62,000",XUV500,2017,Diesel,11.00
359,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
360,Renault,"23,290",KWID,2017,Petrol,3.43
361,Tata,"96,177",Harrier,2019,Diesel,12.88
362,Maruti,"14,190",Alto,2018,Petrol,3.86
363,Maruti,"50,969",Celerio,2018,CNG,5.13
364,Honda,"26,736",Jazz,2017,Petrol,6.90
365,Maruti,"34,278",Baleno,2017,Petrol,6.53
366,Maruti,"33,206",Ciaz,2019,Petrol,9.34
367,Mahindra,"46,365",Thar,2017,Diesel,7.72
368,Maruti,"30,480",S-Presso,2020,Petrol,4.50
369,Maruti,"76,734",Swift,2015,Diesel,3.76
370,Maruti,"86,294",Swift,2014,Diesel,4.11
371,Maruti,"39,781",Baleno,2017,Petrol,5.96
372,Maruti,"82,496",Ciaz,2019,Petrol,8.72
373,Hyundai,"45,716",Creta,2018,Petrol,8.99
374,Maruti,"72,880",Wagon,2011,Petrol,1.70
375,BMW,"85,000",X5,2015,Diesel,31.25
376,Ford,"70,000",Endeavour,2017,Diesel,24.60
377,Honda,"75,000",CR-V,2016,Petrol,11.51
378,Mahindra,"62,000",XUV500,2017,Diesel,11.00
379,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
380,Renault,"23,290",KWID,2017,Petrol,3.43
381,Tata,"96,177",Harrier,2019,Diesel,12.88
382,Maruti,"14,190",Alto,2018,Petrol,3.86
383,Maruti,"50,969",Celerio,2018,CNG,5.13
384,Honda,"26,736",Jazz,2017,Petrol,6.90
385,Maruti,"34,278",Baleno,2017,Petrol,6.53
386,Maruti,"33,206",Ciaz,2019,Petrol,9.34
387,Mahindra,"46,365",Thar,2017,Diesel,7.72
388,Maruti,"30,480",S-Presso,2020,Petrol,4.50
389,Maruti,"76,734",Swift,2015,Diesel,3.76
390,Maruti,"86,294",Swift,2014,Diesel,4.11
391,Maruti,"39,781",Baleno,2017,Petrol,5.96
392,Maruti,"82,496",Ciaz,2019,Petrol,8.72
393,Hyundai,"45,716",Creta,2018,Petrol,8.99
394,Maruti,"72,880",Wagon,2011,Petrol,1.70
395,BMW,"85,000",X5,2015,Diesel,31.25
396,Ford,"70,000",Endeavour,2017,Diesel,24.60
397,Honda,"75,000",CR-V,2016,Petrol,11.51
398,Mahindra,"62,000",XUV500,2017,Diesel,11.00
399,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
400,Renault,"23,290",KWID,2017,Petrol,3.43
401,Tata,"96,177",Harrier,2019,Diesel,12.88
402,Maruti,"14,190",Alto,2018,Petrol,3.86
403,Maruti,"50,969",Celerio,2018,CNG,5.13
404,Honda,"26,736",Jazz,2017,Petrol,6.90
405,Maruti,"34,278",Baleno,2017,Petrol,6.53
406,Maruti,"33,206",Ciaz,2019,Petrol,9.34
407,Mahindra,"46,365",Thar,2017,Diesel,7.72
408,Maruti,"30,480",S-Presso,2020,Petrol,4.50
409,Maruti,"76,734",Swift,2015,Diesel,3.76
410,Maruti,"86,294",Swift,2014,Diesel,4.11
411,Maruti,"39,781",Baleno,2017,Petrol,5.96
412,Maruti,"82,496",Ciaz,2019,Petrol,8.72
413,Hyundai,"45,716",Creta,2018,Petrol,8.99
414,Maruti,"72,880",Wagon,2011,Petrol,1.70
415,BMW,"85,000",X5,2015,Diesel,31.25
416,Ford,"70,000",Endeavour,2017,Diesel,24.60
417,Honda,"75,000",CR-V,2016,Petrol,11.51
418,Mahindra,"62,000",XUV500,2017,Diesel,11.00
419,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
420,Renault,"23,290",KWID,2017,Petrol,3.43
421,Tata,"96,177",Harrier,2019,Diesel,12.88
422,Maruti,"14,190",Alto,2018,Petrol,3.86
423,Maruti,"50,969",Celerio,2018,CNG,5.13
424,Honda,"26,736",Jazz,2017,Petrol,6.90
425,Maruti,"34,278",Baleno,2017,Petrol,6.53
426,Maruti,"33,206",Ciaz,2019,Petrol,9.34
427,Mahindra,"46,365",Thar,2017,Diesel,7.72
428,Maruti,"30,480",S-Presso,2020,Petrol,4.50
429,Maruti,"76,734",Swift,2015,Diesel,3.76
430,Maruti,"86,294",Swift,2014,Diesel,4.11
431,Maruti,"39,781",Baleno,2017,Petrol,5.96
432,Maruti,"82,496",Ciaz,2019,Petrol,8.72
433,Hyundai,"45,716",Creta,2018,Petrol,8.99
434,Maruti,"72,880",Wagon,2011,Petrol,1.70
435,BMW,"85,000",X5,2015,Diesel,31.25
436,Ford,"70,000",Endeavour,2017,Diesel,24.60
437,Honda,"75,000",CR-V,2016,Petrol,11.51
438,Mahindra,"62,000",XUV500,2017,Diesel,11.00
439,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
440,Renault,"23,290",KWID,2017,Petrol,3.43
441,Tata,"96,177",Harrier,2019,Diesel,12.88
442,Maruti,"14,190",Alto,2018,Petrol,3.86
443,Maruti,"50,969",Celerio,2018,CNG,5.13
444,Honda,"26,736",Jazz,2017,Petrol,6.90
445,Maruti,"34,278",Baleno,2017,Petrol,6.53
446,Maruti,"33,206",Ciaz,2019,Petrol,9.34
447,Mahindra,"46,365",Thar,2017,Diesel,7.72
448,Maruti,"30,480",S-Presso,2020,Petrol,4.50
449,Maruti,"76,734",Swift,2015,Diesel,3.76
450,Maruti,"86,294",Swift,2014,Diesel,4.11
451,Maruti,"39,781",Baleno,2017,Petrol,5.96
452,Maruti,"82,496",Ciaz,2019,Petrol,8.72
453,Hyundai,"45,716",Creta,2018,Petrol,8.99
454,Maruti,"72,880",Wagon,2011,Petrol,1.70
455,BMW,"85,000",X5,2015,Diesel,31.25
456,Ford,"70,000",Endeavour,2017,Diesel,24.60
457,Honda,"75,000",CR-V,2016,Petrol,11.51
458,Mahindra,"62,000",XUV500,2017,Diesel,11.00
459,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
460,Renault,"23,290",KWID,2017,Petrol,3.43
461,Tata,"96,177",Harrier,2019,Diesel,12.88
462,Maruti,"14,190",Alto,2018,Petrol,3.86
463,Maruti,"50,969",Celerio,2018,CNG,5.13
464,Honda,"26,736",Jazz,2017,Petrol,6.90
465,Maruti,"34,278",Baleno,2017,Petrol,6.53
466,Maruti,"33,206",Ciaz,2019,Petrol,9.34
467,Mahindra,"46,365",Thar,2017,Diesel,7.72
468,Maruti,"30,480",S-Presso,2020,Petrol,4.50
469,Maruti,"76,734",Swift,2015,Diesel,3.76
470,Maruti,"86,294",Swift,2014,Diesel,4.11
471,Maruti,"39,781",Baleno,2017,Petrol,5.96
472,Maruti,"82,496",Ciaz,2019,Petrol,8.72
473,Hyundai,"45,716",Creta,2018,Petrol,8.99
474,Maruti,"72,880",Wagon,2011,Petrol,1.70
475,BMW,"85,000",X5,2015,Diesel,31.25
476,Ford,"70,000",Endeavour,2017,Diesel,24.60
477,Honda,"75,000",CR-V,2016,Petrol,11.51
478,Mahindra,"62,000",XUV500,2017,Diesel,11.00
479,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
480,Renault,"23,290",KWID,2017,Petrol,3.43
481,Tata,"96,177",Harrier,2019,Diesel,12.88
482,Maruti,"14,190",Alto,2018,Petrol,3.86
483,Maruti,"50,969",Celerio,2018,CNG,5.13
484,Honda,"26,736",Jazz,2017,Petrol,6.90
